,회사명,KCGS_종합등급,KCGS_환경,KCGS_사회,KCGS_지배구조,한국ESG연구소,Moody's,MSCI,S&P,연도
0,AJ네트웍스,B,D,B,B,-,-,-,-,2020
1,AJ네트웍스,B,D,B,B,-,-,-,-,2021
2,AJ네트웍스,B+,C,B+,B+,-,-,-,-,2022
3,AJ네트웍스,B+,C,B+,B+,-,-,-,-,2023
4,AK홀딩스,B+,C,B+,B+,-,-,-,-,2020
5,AK홀딩스,B+,B,B+,B+,-,-,-,1,2021
6,AK홀딩스,B+,B,A,B,-,-,-,4,2022
7,AK홀딩스,B+,B,A,B,-,-,-,4,2023
8,BGF,B+,B,A,B+,-,-,-,-,2020
9,BGF,A,A,A+,A,-,-,-,13,2021
10,BGF,B+,A,A+,B,-,-,-,18,2022
11,BGF,B+,A,A+,B,-,-,-,18,2023
12,BGF리테일,A,B+,B+,A,-,-,BB,-,2020
13,BGF리테일,A,A,A+,A,S,-,BBB,11,2021
14,BGF리테일,A,A,A+,A,A,23,BBB,58,2022
15,BGF리테일,A,A,A+,A,A,23,BBB,58,2023
16,BNK금융지주,A+,B+,A+,A+,-,-,A,-,2020
17,BNK금융지주,A+,A,A+,A+,A,-,A,38,2021
18,BNK금융지주,A,A,A,A,A,37,A,43,2022
19,BNK금융지주,A,A,A,A,A,37,A,43,2023
20,BYC,B,D,B,B+,-,-,-,-,2020
21,BYC,B,D,B,B+,-,-,-,-,2021
22,BYC,D,D,D,D,-,-,-,-,2022
23,BYC,D,D,D,D,-,-,-,-,2023
24,CJ,A,B,A,A,-,-,BBB,-,2020
25,CJ,A,B+,A+,A,A,-,BBB,16,2021
26,CJ,B+,B+,A,B+,A,14,A,29,2022
27,CJ,B+,B+,A,B+,A,47,A,29,2023
28,CJ CGV,A,B,A,A,-,-,-,-,2020
29,CJ CGV,A,B,A,A,B+,-,-,12,2021
30,CJ CGV,B+,B,B+,B+,B+,-,-,10,2022
31,CJ CGV,B+,B,B+,B+,B+,-,-,10,2023
32,CJ대한통운,A,A,B,A,-,-,B,-,2020
33,CJ대한통운,A,A,A+,A,A,-,BBB,62,2021
34,CJ대한통운,B+,B+,A+,B,B+,39,BBB,62,2022
35,CJ대한통운,B+,B+,A+,B,B+,39,BBB,62,2023
36,CJ씨푸드,B,C,B+,B+,-,-,-,-,2020
37,CJ씨푸드,B,C,B+,B+,-,-,-,-,2021
38,CJ씨푸드,B,C,B,B,-,-,-,-,2022
39,CJ씨푸드,B,C,B,B,-,-,-,-,2023
40,CJ제일제당,A,A,A+,A,-,-,A,-,2020
41,CJ제일제당,A,A,A+,A,S,-,A,78,2021
42,CJ제일제당,A,A,A,B+,S,36,AA,80,2022
43,CJ제일제당,A,A,A,B+,A+,36,AA,80,2023
44,CS홀딩스,C,D,C,B,-,-,-,-,2020
45,CS홀딩스,B,D,C,B+,-,-,-,-,2021
46,CS홀딩스,C,D,D,B,-,-,-,-,2022
47,CS홀딩스,C,D,D,B,-,-,-,-,2023
48,DB,B,D,B,B,-,-,-,-,2020
49,DB,B,D,B+,B+,-,-,-,-,2021
50,DB,B,D,B,B+,-,-,-,-,2022
51,DB,B,D,B,B+,-,-,-,-,2023
52,DB금융투자,B,D,A,B,-,-,-,-,2020
53,DB금융투자,B,D,B+,B,-,-,-,-,2021
54,DB금융투자,B,C,B,B,-,-,-,4,2022
55,DB금융투자,B,C,B,B,-,-,-,4,2023
56,DB손해보험,B+,A,A,B+,-,-,BBB,-,2020
57,DB손해보험,A,A,A+,B+,A,-,BBB,57,2021
58,DB손해보험,B+,B+,A,B+,B+,33,A,50,2022
59,DB손해보험,B+,B+,A,B+,B+,33,A,50,2023
60,DB하이텍,B+,B+,A,B+,-,-,-,-,2020
61,DB하이텍,A,A,A,A,A,-,-,17,2021
62,DB하이텍,B,B,B+,B,A,-,-,20,2022
63,DB하이텍,B,B,B+,B,A,-,-,20,2023
64,DGB금융지주,A+,A,A+,A+,-,-,-,-,2020
65,DGB금융지주,A+,A,A+,A+,-,-,-,67,2021
66,DGB금융지주,A,A+,A+,A,-,31,-,70,2022
67,DGB금융지주,A,A+,A+,A,-,31,-,70,2023
68,DL,B+,A,B+,B+,-,-,B,-,2020
69,DL,A,A+,A+,B+,B+,-,B,24,2021
70,DL,A,A,A+,A,B+,20,B,37,2022
71,DL,A,A,A+,A,B+,20,B,37,2023
72,DL건설,B,B,B+,B,-,-,-,-,2020
73,DL건설,B+,B+,A,B+,-,-,-,-,2021
74,DL건설,A,A,A,B+,-,-,-,-,2022
75,DL건설,A,A,A,B+,-,-,-,-,2023
76,DL이앤씨,-,-,-,-,-,-,-,-,2020
77,DL이앤씨,-,-,-,-,B+,-,-,29,2021
78,DL이앤씨,A,A,A,A,A,-,-,66,2022
79,DL이앤씨,A,A,A,A,A,-,-,66,2023
80,DN오토모티브,B,B,C,B,-,-,-,-,2020
81,DN오토모티브,B,B,C,B,-,-,-,-,2020
82,DN오토모티브,B,B,C,B+,-,-,-,-,2021
83,DN오토모티브,C,C,D,B,-,-,-,-,2022
84,DN오토모티브,C,C,D,B,-,-,-,-,2023
85,DRB동일,B,B,B,B,-,-,-,-,2020
86,DRB동일,B+,B,B+,B+,-,-,-,-,2021
87,DRB동일,C,D,B+,B,-,-,-,-,2022
88,DRB동일,C,D,B+,B,-,-,-,-,2023
89,DSR,C,B,B,C,-,-,-,-,2020
90,DSR,B,B,B,B,-,-,-,-,2021
91,DSR,D,D,C,D,-,-,-,-,2022
92,DSR,D,D,C,D,-,-,-,-,2023
93,DSR제강,C,C,B,C,-,-,-,-,2020
94,DSR제강,C,C,C,B+,-,-,-,-,2021
95,DSR제강,C,D,C,B,-,-,-,-,2022
96,DSR제강,C,D,C,B,-,-,-,-,2023
97,E1,B,C,A,B+,-,-,-,-,2020
98,E1,B+,B+,A,B+,-,-,-,-,2021
99,E1,B+,B+,B+,B+,-,-,-,-,2022
100,E1,B+,B+,B+,B+,-,-,-,-,2023
101,ESR켄달스퀘어리츠,-,-,-,-,-,-,-,-,2020
102,ESR켄달스퀘어리츠,-,-,-,-,-,-,-,-,2021
103,ESR켄달스퀘어리츠,-,-,-,-,-,-,-,2,2022
104,ESR켄달스퀘어리츠,-,-,-,-,-,-,-,2,2023
105,F&F,-,-,-,-,-,-,-,-,2020
106,F&F,-,-,-,-,-,-,-,3,2021
107,F&F,-,-,-,-,B,-,B,3,2022
108,F&F,-,-,-,-,B,-,B,3,2023
109,F&F 홀딩스,D,D,C,C,-,-,-,-,2020
110,F&F 홀딩스,B+,B+,A,B+,-,-,CCC,4,2021
111,F&F 홀딩스,B,B,B+,B,-,-,CCC,19,2022
112,F&F 홀딩스,B,B,B+,B,-,-,CCC,19,2023
113,GKL,B+,C,A,A,-,-,-,-,2020
114,GKL,B+,B+,B+,B+,A+,-,-,4,2021
115,GKL,A,B,A,A,B+,-,-,5,2022
116,GKL,A,B,A,A,B+,-,-,5,2023
117,GS,B+,C,A,A,-,-,BBB,-,2020
118,GS,A,A,A,A,B,-,BBB,4,2021
119,GS,A,B+,A+,A,B+,16,BBB,21,2022
120,GS,A,B+,A+,A,B+,23,BBB,21,2023
121,GS건설,A,A,A+,A,B+,-,BBB,66,2021
122,GS건설,A,A,A,A,A,32,BBB,44,2022
123,GS건설,A,A,A,A,A,32,BBB,44,2023
124,GS글로벌,B,D,B+,B+,-,-,-,-,2020
125,GS글로벌,B+,B,B+,A,-,-,-,-,2021
126,GS글로벌,B+,C,B+,B+,-,-,-,5,2022
127,GS글로벌,B+,C,B+,B+,-,-,-,5,2023
128,GS리테일,B,C,B,B+,-,-,BB,-,2020
129,GS리테일,A,A,A,A,A,-,BB,4,2021
130,GS리테일,A,B+,A,A,A,10,BB,25,2022
131,GS리테일,A,B+,A,A,A,10,BB,25,2023
132,HDC,B+,C,B+,B+,-,-,-,-,2020
133,HDC,B+,B,B+,A,-,-,-,2,2021
134,HDC,C,D,B,C,-,-,-,2,2022
135,HDC,C,D,B,C,-,-,-,2,2023
136,HDC랩스,C,D,C,B,-,-,-,-,2020
137,HDC랩스,B,C,B,B+,-,-,-,-,2021
138,HDC랩스,D,D,D,D,-,-,-,-,2022
139,HDC랩스,D,D,D,D,-,-,-,-,2023
140,HDC현대EP,B,B,B+,B,-,-,-,-,2020
141,HDC현대EP,B+,B,B+,B+,-,-,-,-,2021
142,HDC현대EP,C,C,B,C,-,-,-,2,2022
143,HDC현대EP,C,C,B,C,-,-,-,2,2023
144,HDC현대산업개발,C,C,C,B+,-,-,B,-,2020
145,HDC현대산업개발,B,B,C,B+,B,-,B,4,2021
146,HDC현대산업개발,C,D,C,B,B,12,B,4,2022
147,HDC현대산업개발,C,D,C,B,B+,19,B,4,2023
148,HD한국조선해양,B+,B+,C,A,-,-,CCC,-,2020
149,HD한국조선해양,A,A,B+,A,A,-,B,20,2021
150,HD한국조선해양,B+,B+,A,B+,B+,16,B,39,2022
151,HD한국조선해양,B+,B+,A,B+,A,30,B,39,2023
152,HD현대,A,B+,A,A,-,-,BB,-,2020
153,HD현대,A,A,A+,A,A,-,BB,13,2021
154,HD현대,A,B+,A,A,B+,13,BBB,26,2022
155,HD현대,A,B+,A,A,B+,13,BB,26,2023
156,HD현대건설기계,A,B+,A,A,-,-,-,-,2020
157,HD현대건설기계,A,B+,A+,A,-,-,-,26,2021
158,HD현대건설기계,A,B+,A,A,-,23,-,29,2022
159,HD현대건설기계,A,B+,A,A,-,35,-,29,2023
160,HD현대에너지솔루션,-,-,-,-,-,-,-,-,2020
161,HD현대에너지솔루션,A,A,A+,B+,-,-,-,-,2021
162,HD현대에너지솔루션,A,A,A+,B+,-,-,-,18,2022
163,HD현대에너지솔루션,A,A,A+,B+,-,-,-,18,2023
164,HD현대인프라코어,A,A,A+,A,-,-,-,-,2020
165,HD현대인프라코어,A,A,A+,A,A+,-,-,52,2021
166,HD현대인프라코어,B+,B+,A,B+,A,27,-,51,2022
167,HD현대인프라코어,B+,B+,A,B+,A,32,-,51,2023
168,HD현대일렉트릭,A,A,A+,A,-,-,-,-,2020
169,HD현대일렉트릭,A,A,A+,A,-,-,-,23,2021
170,HD현대일렉트릭,B+,B+,A,B+,-,-,-,29,2022
171,HD현대일렉트릭,B+,B+,A,B+,-,-,-,29,2023
172,HD현대중공업,-,-,-,-,-,-,-,-,2020
173,HD현대중공업,-,-,-,-,B,-,-,-,2021
174,HD현대중공업,B+,B+,A,B+,A,-,B,-,2022
175,HD현대중공업,B+,B+,A,B+,A,-,B,-,2023
176,HJ중공업,B,B,B,B+,-,-,-,-,2020
177,HJ중공업,B,C,B,B+,-,-,-,-,2021
178,HJ중공업,B,C,B+,B+,-,-,-,-,2022
179,HJ중공업,B,C,B+,B+,-,-,-,-,2023
180,HL D&I,B+,B,B+,B+,-,-,-,-,2020
181,HL D&I,B+,B+,B+,B+,-,-,-,-,2021
182,HL D&I,B+,B+,A,B+,-,-,-,-,2022
183,HL D&I,B+,B+,A,B+,-,-,-,-,2023
184,HLB글로벌,C,D,B,C,-,-,-,-,2020
185,HLB글로벌,C,D,C,B,-,-,-,-,2021
186,HLB글로벌,D,D,C,D,-,-,-,4,2022
187,HLB글로벌,D,D,C,D,-,-,-,4,2023
188,HL만도,A,A,A+,A,-,-,-,-,2020
189,HL만도,A,B+,A+,A,A+,-,-,37,2021
190,HL만도,A,A,A,B+,A,25,-,59,2022
191,HL만도,A,A,A,B+,A,41,-,59,2023
192,HL홀딩스,B+,B,B+,A,-,-,-,-,2020
193,HL홀딩스,A,B,A+,A,-,-,-,18,2021
194,HL홀딩스,B+,B+,A,B+,-,-,-,31,2022
195,HL홀딩스,B+,B+,A,B+,-,-,-,31,2023
196,HMM,A,A,A+,A,-,-,-,-,2020
197,HMM,A,A,A+,A,A,-,BB,29,2021
198,HMM,A,A+,A,B+,A,-,BB,36,2022
199,HMM,A,A+,A,B+,B+,-,BB,36,2023
200,HSD엔진,A,B+,A,A,-,-,-,-,2020
201,HSD엔진,A,B+,A,A,-,-,-,-,2021
202,HSD엔진,B+,B,A,B+,-,-,-,-,2022
203,HSD엔진,B+,B,A,B+,-,-,-,-,2023
204,HS애드,B,D,B+,B+,-,-,-,-,2020
205,HS애드,B,D,B,B,-,-,-,-,2021
206,HS애드,B,D,B,B+,-,-,-,-,2022
207,HS애드,B,D,B,B+,-,-,-,-,2023
208,JB금융지주,A+,A,A,A+,-,-,-,-,2020
209,JB금융지주,A+,A,A+,A+,-,-,-,55,2021
210,JB금융지주,A,A,A+,A,-,-,-,70,2022
211,JB금융지주,A,A,A+,A,-,-,-,70,2023
212,JW생명과학,B+,B+,B+,B+,-,-,-,-,2020
213,JW생명과학,B,B,B+,B,-,-,-,9,2021
214,JW생명과학,C,C,B+,C,-,-,-,11,2022
215,JW생명과학,C,C,B+,C,-,-,-,11,2023
216,JW중외제약,B,B,B+,B,-,-,-,-,2020
217,JW중외제약,B,C,B+,B+,-,-,-,8,2021
218,JW중외제약,C,B,B+,D,-,-,-,11,2022
219,JW중외제약,C,B,B+,D,-,-,-,11,2023
220,JW홀딩스,B+,C,B+,B+,-,-,-,-,2020
221,JW홀딩스,B,D,B+,B+,-,-,-,8,2021
222,JW홀딩스,B+,C,B+,B+,-,-,-,8,2022
223,JW홀딩스,B+,C,B+,B+,-,-,-,8,2023
224,KB금융,A+,A+,A+,A+,-,-,A,-,2020
225,KB금융,A+,A+,A+,A+,A,-,AA,89,2021
226,KB금융,A+,A+,A+,A+,A,37,AA,86,2022
227,KB금융,A+,A+,A+,A+,A,38,AAA,86,2023
228,KC그린홀딩스,B,B,B+,B,-,-,-,-,2020
229,KC그린홀딩스,B,D,C,B+,-,-,-,-,2021
230,KC그린홀딩스,D,D,D,C,-,-,-,-,2022
231,KC그린홀딩스,D,D,D,C,-,-,-,-,2023
232,KC코트렐,B,B,B,B,-,-,-,-,2020
233,KC코트렐,C,D,C,B+,-,-,-,-,2021
234,KC코트렐,D,D,D,C,-,-,-,-,2022
235,KC코트렐,D,D,D,C,-,-,-,-,2023
236,KEC,B,B+,B+,C,-,-,-,-,2020
237,KEC,B,B,B+,B,-,-,-,-,2021
238,KEC,C,C,D,C,-,-,-,-,2022
239,KEC,C,C,D,C,-,-,-,-,2023
240,KG모빌리티,B+,B+,B,B+,-,-,-,-,2020
241,KG모빌리티,B+,B+,B,B+,-,-,-,-,2021
242,KG모빌리티,B+,B+,B,B+,-,-,-,-,2022
243,KG모빌리티,B+,B+,B,B+,-,-,-,-,2023
244,KG스틸,B,B,B+,B,-,-,-,-,2020
245,KG스틸,B,B+,B,B,A,-,-,-,2021
246,KG스틸,C,B,B+,D,A,-,-,-,2022
247,KG스틸,C,B,B+,D,A,-,-,-,2023
248,KG케미칼,D,C,C,D,-,-,-,-,2020
249,KG케미칼,C,C,C,B,-,-,-,2,2021
250,KG케미칼,D,D,D,D,-,-,-,3,2022
251,KG케미칼,D,D,D,D,-,-,-,3,2023
252,KH 필룩스,C,C,B,B,-,-,-,-,2020
253,KH 필룩스,C,C,B,C,-,-,-,-,2021
254,KH 필룩스,D,D,C,D,-,-,-,-,2022
255,KH 필룩스,D,D,C,D,-,-,-,-,2023
256,KIB플러그에너지,C,B,C,C,-,-,-,-,2020
257,KIB플러그에너지,C,D,C,B,-,-,-,-,2021
258,KIB플러그에너지,D,D,C,D,-,-,-,-,2022
259,KIB플러그에너지,D,D,C,D,-,-,-,-,2023
260,KISCO홀딩스,C,B,B,C,-,-,-,-,2020
261,KISCO홀딩스,B,B,B,B,-,-,-,-,2021
262,KISCO홀딩스,C,C,D,C,-,-,-,-,2022
263,KISCO홀딩스,C,C,D,C,-,-,-,-,2023
264,KPX케미칼,B,B,C,B,-,-,-,-,2020
265,KPX케미칼,C,B,C,C,-,-,-,-,2021
266,KPX케미칼,D,C,C,D,-,-,-,-,2022
267,KPX케미칼,D,C,C,D,-,-,-,-,2023
268,KPX홀딩스,C,C,C,B,-,-,-,-,2020
269,KPX홀딩스,B,B,C,B+,-,-,-,-,2021
270,KPX홀딩스,C,D,C,C,-,-,-,-,2022
271,KPX홀딩스,C,D,C,C,-,-,-,-,2023
272,KR모터스,C,D,C,B,-,-,-,-,2020
273,KR모터스,C,D,C,B,-,-,-,-,2021
274,KR모터스,D,D,D,D,-,-,-,-,2022
275,KR모터스,D,D,D,D,-,-,-,-,2023
276,KSS해운,B+,B,B+,B+,-,-,-,-,2020
277,KSS해운,A,B+,A+,A,-,-,-,-,2021
278,KSS해운,B+,B+,A,B+,-,-,-,-,2022
279,KSS해운,B+,B+,A,B+,-,-,-,-,2023
280,KTcs,B,D,B+,B+,-,-,-,-,2020
281,KTcs,A,B+,A,A,-,-,-,-,2021
282,KTcs,A,B+,A,A,-,-,-,-,2022
283,KTcs,A,B+,A,A,-,-,-,-,2023
284,KTis,B,D,B+,B+,-,-,-,-,2020
285,KTis,A,B+,A+,A,-,-,-,-,2021
286,KTis,B+,B+,B+,B+,-,-,-,-,2022
287,KTis,B+,B+,B+,B+,-,-,-,-,2023
288,LF,B,D,B,B+,-,-,-,-,2020
289,LF,B,D,B,B+,-,-,-,4,2021
290,LF,B,D,B,B+,-,-,-,2,2022
291,LF,B,D,B,B+,-,-,-,2,2023
292,LG,A,B+,A+,B+,-,-,BBB,-,2020
293,LG,A,A,A+,A,B+,-,BBB,18,2021
294,LG,A,B+,A+,A,A,23,BB,50,2022
295,LG,A,B+,A+,A,B+,23,BB,50,2023
296,LG디스플레이,B+,B,A,B+,-,-,A,-,2020
297,LG디스플레이,B+,B,A,B+,A+,-,AA,59,2021
298,LG디스플레이,A,A,A,B+,A+,47,AA,67,2022
299,LG디스플레이,A,A,A,B+,A+,48,AA,67,2023
300,LG생활건강,A,A,A+,A,-,-,A,-,2020
301,LG생활건강,A,A,A+,A,A,-,A,80,2021
302,LG생활건강,A,A,A+,A,A,-,BBB,83,2022
303,LG생활건강,A,A,A+,A,A,-,BBB,83,2023
304,LG에너지솔루션,-,-,-,-,-,-,-,-,2020
305,LG에너지솔루션,-,-,-,-,-,-,-,26,2021
306,LG에너지솔루션,-,-,-,-,A+,-,BB,47,2022
307,LG에너지솔루션,-,-,-,-,A+,-,BB,47,2023
308,LG유플러스,B,B+,B+,B,-,-,BB,-,2020
309,LG유플러스,A,A,A+,A,B+,-,BB,30,2021
310,LG유플러스,A,A,B+,A,A,24,BBB,54,2022
311,LG유플러스,A,A,B+,A,A,41,BBB,54,2023
312,LG이노텍,A,A,A+,B+,-,-,BBB,-,2020
313,LG이노텍,A,A,A+,A,A,-,BBB,72,2021
314,LG이노텍,A,A,A+,A,S,40,BB,68,2022
315,LG이노텍,A,A,A+,A,S,44,BB,68,2023
316,LG전자,B+,A,A+,B,-,-,A,-,2020
317,LG전자,A,A,A+,A,A+,-,A,75,2021
318,LG전자,A,A,A+,A,A+,43,A,74,2022
319,LG전자,A,A,A+,A,A,43,A,74,2023
320,LG헬로비전,B+,D,B+,A,-,-,-,-,2020
321,LG헬로비전,B+,C,A,A,-,-,-,3,2021
322,LG헬로비전,A,B,A,A,-,-,-,7,2022
323,LG헬로비전,A,B,A,A,-,-,-,7,2023
324,LG화학,B,C,A,B+,-,-,BB,-,2020
325,LG화학,B+,B+,A,B+,B+,-,BBB,62,2021
326,LG화학,B,C,A,B+,A,40,BBB,66,2022
327,LG화학,B,C,A,B+,A,40,BBB,66,2023
328,LIG넥스원,A,B+,A,A,-,-,-,-,2020
329,LIG넥스원,A,A,A+,A,S,-,-,5,2021
330,LIG넥스원,A,A,A+,A,A,-,-,14,2022
331,LIG넥스원,A,A,A+,A,A,-,-,14,2023
332,LS,B+,B,B+,A,-,-,-,-,2020
333,LS,A,B+,A+,B+,B+,-,-,1,2021
334,LS,C,B+,A,C,B+,10,-,2,2022
335,LS,C,B+,A,C,B+,10,-,2,2023
336,LS네트웍스,B,D,B+,B,-,-,-,-,2020
337,LS네트웍스,C,D,C,B,-,-,-,-,2021
338,LS네트웍스,B,C,B+,B,-,-,-,-,2022
339,LS네트웍스,B,C,B+,B,-,-,-,-,2023
340,LS전선아시아,B,D,C,B+,-,-,-,-,2020
341,LS전선아시아,B,D,C,B+,-,-,-,-,2021
342,LS전선아시아,C,D,D,B,-,-,-,-,2022
343,LS전선아시아,C,D,D,B,-,-,-,-,2023
344,LX세미콘,B,C,B+,B+,-,-,-,-,2020
345,LX세미콘,B+,B,B+,B+,-,-,-,7,2021
346,LX세미콘,A,A,A+,B+,-,-,-,6,2022
347,LX세미콘,A,A,A+,B+,-,-,-,6,2023
348,LX인터내셔널,A,A,A+,A,-,-,-,-,2020
349,LX인터내셔널,A,A,A+,A,B+,-,-,19,2021
350,LX인터내셔널,A,B+,A,A,B+,-,-,23,2022
351,LX인터내셔널,A,B+,A,A,B+,-,-,23,2023
352,LX하우시스,A,A,A+,A,-,-,-,-,2020
353,LX하우시스,A,A,A+,A,-,-,-,62,2021
354,LX하우시스,A,B+,A,A,-,-,-,59,2022
355,LX하우시스,A,B+,A,A,-,-,-,59,2023
356,LX홀딩스,-,-,-,-,-,-,-,-,2020
357,LX홀딩스,-,-,-,-,-,-,-,-,2021
358,LX홀딩스,-,-,-,-,-,-,-,22,2022
359,LX홀딩스,-,-,-,-,-,-,-,22,2023
360,MH에탄올,B,C,B,B+,-,-,-,-,2020
361,MH에탄올,B,B,D,B+,-,-,-,-,2021
362,MH에탄올,B,B,D,B+,-,-,-,-,2021
363,MH에탄올,C,C,D,B,-,-,-,-,2022
364,MH에탄올,C,C,D,B,-,-,-,-,2023
365,NAVER,A,B+,B+,A+,-,-,A,-,2020
366,NAVER,A+,A,A,A+,A,-,AAA,24,2021
367,NAVER,A,A,A,A,A,30,AAA,34,2022
368,NAVER,A,A,A,A,A,31,AAA,34,2023
369,NH투자증권,B+,B,A+,B+,-,-,BB,-,2020
370,NH투자증권,A,A,A+,A,B+,-,BB,22,2021
371,NH투자증권,B+,A,A,B+,A,33,BBB,24,2022
372,NH투자증권,B+,A,A,B+,A,33,BBB,24,2023
373,NICE,B,D,B,B+,-,-,-,-,2020
374,NICE,B+,B,A,B+,-,-,-,9,2021
375,NICE,B+,C,B+,B+,-,-,-,5,2022
376,NICE,B+,C,B+,B+,-,-,-,5,2023
377,NICE평가정보,B,D,B,B,-,-,-,-,2020
378,NICE평가정보,B+,B,A,B,-,-,-,6,2021
379,NICE평가정보,B+,B,A,B,-,-,-,29,2022
380,NICE평가정보,B+,B,A,B,-,-,-,29,2023
381,NI스틸,C,D,C,B,-,-,-,-,2020
382,NI스틸,C,D,C,B,-,-,-,-,2021
383,NI스틸,D,D,D,C,-,-,-,-,2022
384,NI스틸,D,D,D,C,-,-,-,-,2023
385,OCI홀딩스,A,A,A+,A,-,-,BB,-,2020
386,OCI홀딩스,A,B+,A+,A,A+,-,BB,57,2021
387,OCI홀딩스,A,B+,A,A,A,35,BB,58,2022
388,OCI홀딩스,A,B+,A,A,A,35,BB,58,2023
389,PI첨단소재,B,C,B,B+,-,-,-,-,2020
390,PI첨단소재,B+,B+,B,B+,A,-,-,5,2021
391,PI첨단소재,B+,B+,B,B+,B+,-,-,5,2022
392,PI첨단소재,B+,B+,B,B+,B+,-,-,5,2023
393,POSCO홀딩스,A,A,B,A+,-,-,BBB,-,2020
394,POSCO홀딩스,A,A,B+,A+,A,-,BBB,76,2021
395,POSCO홀딩스,A,A,A,A+,A,39,BBB,72,2022
396,POSCO홀딩스,A,A,A,A+,B+,39,BBB,72,2023
397,S-Oil,A+,A,A+,A+,-,-,BB,-,2020
398,S-Oil,A,B+,A+,A+,A+,-,BB,89,2021
399,S-Oil,A,B,A+,A+,A+,40,BB,86,2022
400,S-Oil,A,B,A+,A+,A+,40,BB,86,2023
401,SBS,B,C,B,B+,-,-,-,-,2020
402,SBS,C,D,D,B+,-,-,-,-,2022
403,SBS,C,D,D,B+,-,-,-,-,2023
404,SGC에너지,C,C,B,C,-,-,-,-,2020
405,SGC에너지,B+,B+,A,B+,-,-,-,-,2021
406,SGC에너지,B+,B+,A,B+,-,-,-,3,2022
407,SGC에너지,B+,B+,A,B+,-,-,-,3,2023
408,SG글로벌,D,C,C,D,-,-,-,-,2020
409,SG글로벌,C,C,C,C,-,-,-,-,2021
410,SG글로벌,D,D,D,D,-,-,-,-,2022
411,SG글로벌,D,D,D,D,-,-,-,-,2023
412,SG세계물산,C,D,B,C,-,-,-,-,2020
413,SG세계물산,C,D,B,C,-,-,-,-,2021
414,SG세계물산,D,D,D,D,-,-,-,-,2022
415,SG세계물산,D,D,D,D,-,-,-,-,2023
416,SHD,D,D,C,D,-,-,-,-,2020
417,SHD,C,D,C,B,-,-,-,-,2021
418,SHD,D,D,D,C,-,-,-,-,2022
419,SHD,D,D,D,C,-,-,-,-,2023
420,SH에너지화학,C,C,C,B+,-,-,-,-,2020
421,SH에너지화학,B,B,D,B+,-,-,-,-,2021
422,SH에너지화학,C,C,D,B+,-,-,-,-,2022
423,SH에너지화학,C,C,D,B+,-,-,-,-,2023
424,SIMPAC,C,C,B,C,-,-,-,-,2020
425,SIMPAC,B,B,B,B,-,-,-,-,2021
426,SIMPAC,D,D,C,D,-,-,-,-,2022
427,SIMPAC,D,D,C,D,-,-,-,-,2023
428,SK,A+,A,A+,A+,-,-,AA,-,2020
429,SK,A+,A+,A+,A+,A+,-,AA,76,2021
430,SK,A+,A,A,A+,A,28,AAA,82,2022
431,SK,A+,A,A,A+,A,34,AAA,82,2023
432,SKC,B+,B+,A+,B,-,-,-,-,2020
433,SKC,A,A,A+,B+,A+,-,BB,25,2021
434,SKC,A,B+,A+,A,A,37,BBB,37,2022
435,SKC,A,B+,A+,A,A,37,A,37,2023
436,SK가스,A,B+,A+,A,-,-,-,-,2020
437,SK가스,A,A,A+,A,-,-,-,30,2021
438,SK가스,A,A,A+,A,-,-,-,35,2022
439,SK가스,A,A,A+,A,-,-,-,35,2023
440,SK네트웍스,A,B+,A+,A,-,-,-,-,2020
441,SK네트웍스,A,B+,A+,A,A,-,-,42,2021
442,SK네트웍스,A,A,A+,B+,A+,15,-,55,2022
443,SK네트웍스,A,A,A+,B+,A,33,-,55,2023
444,SK디스커버리,A,B,A,A,-,-,-,-,2020
445,SK디스커버리,A,A,A+,A,A+,-,-,34,2021
446,SK디스커버리,A,A,A+,B+,A+,-,-,34,2022
447,SK디스커버리,A,A,A+,B+,A+,-,-,34,2023
448,SK디앤디,B,C,B,B+,-,-,-,-,2020
449,SK디앤디,A,A,A+,A,-,-,-,1,2021
450,SK디앤디,A,A,A,A,-,-,-,25,2022
451,SK디앤디,A,A,A,A,-,-,-,25,2023
452,SK렌터카,B,B,C,B,-,-,-,-,2020
453,SK렌터카,A,B+,A+,B+,-,-,-,28,2021
454,SK렌터카,B+,A,A,B+,-,-,-,38,2022
455,SK렌터카,B+,A,A,B+,-,-,-,38,2023
456,SK바이오사이언스,-,-,-,-,-,-,-,-,2020
457,SK바이오사이언스,-,-,-,-,B+,-,B,25,2021
458,SK바이오사이언스,A,A,A+,A,A,-,B,31,2022
459,SK바이오사이언스,A,A,A+,A,A,-,BBB,31,2023
460,SK스퀘어,-,-,-,-,-,-,-,-,2020
461,SK스퀘어,-,-,-,-,-,-,-,-,2021
462,SK스퀘어,-,-,-,-,A,-,BB,2,2022
463,SK스퀘어,-,-,-,-,A,-,A,2,2023
464,SK아이이테크놀로지,-,-,-,-,-,-,-,-,2020
465,SK아이이테크놀로지,-,-,-,-,-,-,BB,24,2021
466,SK아이이테크놀로지,-,-,-,-,A,-,BBB,58,2022
467,SK아이이테크놀로지,-,-,-,-,A,-,A,58,2023
468,SK이노베이션,A,A,A,A,-,-,BBB,-,2020
469,SK이노베이션,A+,A,A+,A+,B+,-,A,77,2021
470,SK이노베이션,A,B+,A+,A+,A,35,A,66,2022
